OrderID,OrderDate,StoreCity,SalesChannel,CustomerID,CustomerName,Gender,ProductID,Category,SubBrand,SKU,Quantity,UnitPrice,Discount,TotalSales,CostPrice,GrossProfit,WarrantyMonths,ReturnFlag,PaymentMode
GLM105020,31-10-2024,Bengaluru,Store,CUST870,Mamooty Chaudhary,F,WCH158,Men,Glimmer Classic,SKU-3580,2,62670.7,0.2,100273.12,46080.22,8112.68,24,No,UPI
GLM105021,29-12-2023,Chennai,Online,CUST2747,Zaina Tak,F,WCH190,Women,Glimmer Luxe,SKU-1064,2,147564.08,0.14,253810.22,105898.67,42012.88,6,Yes,Cash
GLM105022,09-05-2018,Bengaluru,Online,CUST934,Ojas Hayre,M,WCH191,Women,Glimmer Luxe,SKU-5005,3,117691.42,0.13,307174.61,75904.43,79461.32,12,Yes,UPI
GLM105023,27-11-2021,Delhi,Store,CUST2477,Indrans Bains,M,WCH180,Kids,Glimmer Luxe,SKU-9421,1,13278.25,0.03,12879.9,9714.73,3165.17,6,No,Credit Card
GLM105024,12-10-2019,Bengaluru,Online,CUST275,Kismat Bala,M,WCH146,Smart,Glimmer Smart,SKU-4513,1,31375.46,0.07,29179.18,20926.11,8253.07,12,No,NetBanking
GLM105025,20-01-2019,Ahmedabad,Store,CUST417,Indranil Raman,F,WCH174,Luxury,Glimmer Sport,SKU-9843,2,3019.36,0.14,5193.3,1993.09,1207.12,6,Yes,UPI
GLM105026,16-11-2019,Kolkata,Store,CUST1153,Ranbir Sane,F,WCH90,Kids,Glimmer Smart,SKU-2838,2,20653.43,0.11,36763.11,14666.85,7429.41,6,No,Credit Card
GLM105027,18-07-2018,Pune,Online,CUST1636,Nishith Soman,M,WCH103,Smart,Glimmer Classic,SKU-8101,2,64917.89,0.02,127239.06,41733.92,43771.22,6,No,Debit Card
GLM105028,08-05-2024,Kolkata,Store,CUST2699,Charvi D’Alia,F,WCH56,Women,Glimmer Luxe,SKU-9637,2,9743.64,0.23,15005.21,6560.76,1883.69,12,No,NetBanking
GLM105029,11-11-2023,Delhi,Store,CUST2201,Jayan Bir,F,WCH196,Smart,Glimmer Luxe,SKU-6136,2,148581.43,0.25,222872.14,106846.35,9179.44,12,No,Credit Card
GLM105030,14-08-2019,Chennai,Store,CUST573,Samar Tailor,F,WCH73,Women,Glimmer Classic,SKU-3577,3,27751.51,0.03,80756.89,18548.5,25111.39,6,No,Debit Card
GLM105031,20-10-2023,Pune,Online,CUST1590,Shray Raval,M,WCH100,Men,Glimmer Classic,SKU-5434,1,46851.65,0.01,46383.13,34088.77,12294.36,12,Yes,NetBanking
GLM105032,04-10-2019,Chennai,Store,CUST620,Mahika Agrawal,F,WCH10,Women,Glimmer Luxe,SKU-2953,1,120381.12,0.22,93897.27,77830.18,16067.09,24,No,NetBanking
GLM105033,14-04-2022,Chennai,Online,CUST1121,Charvi Edwin,M,WCH67,Men,Glimmer Sport,SKU-2211,2,125501.63,0.17,208332.71,81173.27,45986.17,6,No,Credit Card
GLM105034,08-02-2020,Kolkata,Online,CUST155,Kaira Kant,M,WCH118,Men,Glimmer Luxe,SKU-1942,2,33262.99,0.15,56547.08,23646.89,9253.3,24,No,Cash
GLM105035,23-05-2024,Delhi,Online,CUST746,Mehul Sekhon,F,WCH106,Women,Glimmer Luxe,SKU-9677,3,97537.27,0.02,286759.57,60469.14,105352.15,6,Yes,UPI
GLM105036,10-11-2023,Delhi,Online,CUST2257,Neysa Kapur,F,WCH47,Men,Glimmer Classic,SKU-5138,1,60471.26,0.24,45958.16,40667.69,5290.47,24,Yes,NetBanking
GLM105037,06-01-2022,Ahmedabad,Online,CUST2994,Nirvi Soni,F,WCH10,Luxury,Glimmer Luxe,SKU-1739,3,40747.55,0.19,99016.55,25303.56,23105.87,24,Yes,UPI
GLM105038,23-08-2022,Kolkata,Online,CUST2878,Pranay Majumdar,M,WCH142,Kids,Glimmer Sport,SKU-7180,3,67022.98,0.06,189004.8,45619.86,52145.22,12,Yes,Cash
GLM105039,31-07-2020,Hyderabad,Online,CUST1587,Charvi Deol,M,WCH182,Kids,Glimmer Sport,SKU-3396,1,22234.19,0.01,22011.85,14148.38,7863.47,24,No,Debit Card
GLM105040,16-09-2018,Chennai,Online,CUST117,Mohanlal Ray,M,WCH89,Women,Glimmer Sport,SKU-7315,2,107729.59,0.18,176676.53,66507.06,43662.41,6,Yes,NetBanking
GLM105041,14-11-2023,Hyderabad,Online,CUST2930,Aarna Ramakrishnan,F,WCH56,Luxury,Glimmer Smart,SKU-1188,1,130487.89,0.19,105695.19,81040,24655.19,6,Yes,UPI
GLM105042,17-04-2019,Bengaluru,Online,CUST2408,Alia Samra,F,WCH14,Luxury,Glimmer Sport,SKU-5345,3,125533.83,0.16,316345.25,87270.82,54532.79,24,No,Cash
GLM105043,14-04-2019,Ahmedabad,Store,CUST2733,Prerak Devan,F,WCH82,Kids,Glimmer Sport,SKU-5520,3,48468.21,0.23,111961.57,33060.78,12779.23,6,Yes,Cash
GLM105044,06-01-2024,Kolkata,Store,CUST1572,Tara Borde,M,WCH100,Women,Glimmer Smart,SKU-5877,2,12443.58,0.07,23145.06,8746.54,5651.98,6,Yes,Cash
GLM105045,02-01-2023,Bengaluru,Store,CUST2994,Yashvi Sura,M,WCH42,Women,Glimmer Luxe,SKU-6897,2,6022.66,0.17,9997.62,4322.56,1352.5,6,Yes,Debit Card
GLM105046,10-07-2020,Bengaluru,Online,CUST68,Yakshit Madan,F,WCH145,Men,Glimmer Sport,SKU-2247,3,53160.33,0.03,154696.56,37260.86,42913.98,12,No,NetBanking
GLM105047,04-11-2023,Mumbai,Online,CUST1590,Azad Chana,M,WCH58,Luxury,Glimmer Luxe,SKU-3599,1,48814.27,0.04,46861.7,35059.64,11802.06,24,No,Credit Card
GLM105048,28-12-2021,Ahmedabad,Online,CUST2808,Shray Hayer,M,WCH59,Women,Glimmer Sport,SKU-9925,1,88162.88,0.05,83754.74,62614.54,21140.2,12,Yes,Cash
GLM105049,18-01-2023,Chennai,Store,CUST2524,Gatik Chander,M,WCH142,Men,Glimmer Luxe,SKU-1833,2,4478.91,0.24,6807.94,2844.85,1118.24,12,Yes,UPI
GLM105050,19-12-2021,Mumbai,Store,CUST492,Vritika Acharya,M,WCH5,Kids,Glimmer Classic,SKU-1227,3,75608.47,0.17,188265.09,56634.32,18362.13,24,Yes,Debit Card
GLM105051,12-03-2022,Mumbai,Store,CUST661,Ivan Savant,F,WCH119,Women,Glimmer Classic,SKU-2741,2,119702.62,0.08,220252.82,72551.2,75150.42,6,No,Cash
GLM105052,18-08-2021,Hyderabad,Online,CUST303,Dhruv Bera,F,WCH190,Kids,Glimmer Luxe,SKU-3228,3,9137.91,0.09,24946.49,6712.06,4810.31,6,No,Debit Card
GLM105053,09-04-2020,Kolkata,Online,CUST1783,Nayantara Ghosh,F,WCH87,Luxury,Glimmer Smart,SKU-1922,1,104752.15,0.22,81706.68,72928.55,8778.13,6,No,Debit Card
GLM105054,02-09-2020,Kolkata,Store,CUST2976,Pihu Srinivasan,F,WCH170,Smart,Glimmer Smart,SKU-1014,1,146495.18,0.23,112801.29,107140.01,5661.28,12,No,UPI
GLM105055,21-02-2021,Delhi,Store,CUST2604,Zain Upadhyay,F,WCH173,Kids,Glimmer Classic,SKU-1161,3,5548.08,0.23,12816.06,3817.07,1364.85,6,No,UPI
GLM105056,18-02-2018,Kolkata,Online,CUST1362,Lakshay Iyengar,M,WCH101,Luxury,Glimmer Smart,SKU-4269,2,11339.21,0.18,18596.3,7847.9,2900.5,6,No,Credit Card
GLM105057,19-07-2019,Hyderabad,Online,CUST263,Jayan Dass,M,WCH91,Kids,Glimmer Luxe,SKU-6662,2,67313.8,0.01,133281.32,46391.16,40499,12,Yes,NetBanking
GLM105058,31-03-2021,Kolkata,Store,CUST1113,Tanya Shere,M,WCH142,Women,Glimmer Smart,SKU-1742,1,52632.04,0.24,40000.35,34642.39,5357.96,6,Yes,UPI
GLM105059,13-03-2020,Mumbai,Store,CUST755,Krish Dugar,M,WCH119,Luxury,Glimmer Luxe,SKU-1959,3,18337.72,0.19,44560.66,12456.88,7190.02,12,No,UPI
GLM105060,11-11-2022,Delhi,Online,CUST2084,Inaaya  Tak,M,WCH18,Men,Glimmer Luxe,SKU-4880,3,31819.89,0.2,76367.74,23186.65,6807.79,24,Yes,UPI
GLM105061,04-05-2023,Bengaluru,Store,CUST1027,Nitara Singhal,M,WCH195,Smart,Glimmer Luxe,SKU-1478,1,76218.21,0.07,70882.94,45882.57,25000.37,24,No,NetBanking
GLM105062,18-11-2020,Chennai,Online,CUST1429,Himmat Bala,F,WCH100,Smart,Glimmer Smart,SKU-7842,1,103027.07,0.16,86542.74,71830.97,14711.77,6,Yes,Credit Card
GLM105063,18-08-2023,Kolkata,Store,CUST1459,Yuvaan Maharaj,F,WCH146,Luxury,Glimmer Smart,SKU-8553,1,135187.22,0.1,121668.5,99474.13,22194.37,12,No,Credit Card
GLM105064,14-01-2019,Kolkata,Online,CUST2283,Piya Sridhar,F,WCH169,Women,Glimmer Sport,SKU-7130,3,71636.29,0.07,199865.25,47676.34,56836.23,24,Yes,UPI
GLM105065,22-03-2020,Kolkata,Store,CUST1721,Saksham Bera,F,WCH55,Men,Glimmer Classic,SKU-1208,1,83950.57,0.07,78074.03,60533.33,17540.7,12,No,Credit Card
GLM105066,09-03-2020,Ahmedabad,Store,CUST2672,Parinaaz Banerjee,F,WCH36,Luxury,Glimmer Sport,SKU-6002,1,92778,0.24,70511.28,63226.7,7284.58,24,Yes,Cash
GLM105067,18-05-2022,Hyderabad,Online,CUST253,Jivika Agate,F,WCH156,Women,Glimmer Sport,SKU-3722,2,141684.17,0.09,257865.19,94597.59,68670.01,24,No,Cash
GLM105068,15-02-2023,Bengaluru,Store,CUST2125,Alisha Contractor,F,WCH171,Men,Glimmer Smart,SKU-1626,2,47099.14,0.25,70648.71,34951.92,744.87,6,No,UPI
GLM105069,29-06-2023,Kolkata,Store,CUST1442,Kartik Seth,F,WCH100,Luxury,Glimmer Smart,SKU-9155,1,27793.46,0.09,25292.05,18353.92,6938.13,6,No,Credit Card
GLM105070,27-04-2024,Chennai,Store,CUST2446,Aayush De,F,WCH76,Smart,Glimmer Classic,SKU-8489,2,107047.92,0,214095.84,72286.82,69522.2,24,Yes,Debit Card
GLM105071,22-02-2022,Delhi,Store,CUST437,Divij Sarin,F,WCH72,Men,Glimmer Classic,SKU-6875,2,61761.01,0.05,117345.92,44025.83,29294.26,12,No,Cash
GLM105072,02-05-2023,Hyderabad,Store,CUST259,Vritika Sane,M,WCH110,Luxury,Glimmer Sport,SKU-4920,1,44555.71,0.2,35644.57,29442.9,6201.67,6,No,Debit Card
GLM105073,12-07-2023,Bengaluru,Store,CUST1262,Jivin Banik,M,WCH162,Men,Glimmer Smart,SKU-2249,3,64624.6,0.09,176425.16,43015.64,47378.24,24,Yes,Debit Card
GLM105074,23-02-2021,Hyderabad,Online,CUST2915,Dhanush Rao,M,WCH71,Men,Glimmer Sport,SKU-1538,2,130461.07,0.06,245266.81,84160.51,76945.79,12,Yes,Credit Card
GLM105075,05-09-2023,Chennai,Online,CUST123,Manikya Chatterjee,F,WCH190,Kids,Glimmer Smart,SKU-6013,3,35755.45,0.11,95467.05,22675.79,27439.68,24,Yes,UPI
GLM105076,14-10-2023,Mumbai,Online,CUST1120,Aarav Raval,F,WCH55,Men,Glimmer Luxe,SKU-8833,1,149666.8,0.21,118236.77,107084.16,11152.61,12,Yes,Cash
GLM105077,16-06-2024,Mumbai,Store,CUST1176,Aayush Varma,F,WCH90,Women,Glimmer Smart,SKU-2023,2,64736.99,0.25,97105.49,43421.33,10262.83,6,Yes,NetBanking
GLM105078,12-11-2024,Kolkata,Store,CUST2953,Nakul Varkey,M,WCH39,Men,Glimmer Smart,SKU-6780,3,144340.67,0.17,359408.27,101754.84,54143.75,6,Yes,Credit Card
GLM105079,08-09-2019,Delhi,Store,CUST780,Manikya Srinivasan,F,WCH22,Kids,Glimmer Smart,SKU-5107,3,118838.4,0.18,292342.46,79437.82,54029,6,No,Debit Card
GLM105080,25-10-2020,Bengaluru,Online,CUST525,Seher Varughese,M,WCH27,Kids,Glimmer Smart,SKU-6161,1,84054.12,0.04,80691.96,62647.21,18044.75,24,No,Cash
GLM105081,24-02-2023,Kolkata,Store,CUST1975,Himmat Deol,F,WCH198,Men,Glimmer Classic,SKU-8117,3,90737.23,0.16,228657.82,58594.61,52873.99,12,No,UPI
GLM105082,09-05-2021,Mumbai,Online,CUST787,Mishti Shetty,M,WCH145,Men,Glimmer Luxe,SKU-6751,3,98674.72,0.08,272342.23,72895.57,53655.52,24,Yes,Debit Card
GLM105083,10-08-2023,Delhi,Online,CUST2788,Anay Manda,F,WCH112,Luxury,Glimmer Sport,SKU-9498,1,35285.15,0.01,34932.3,22091.43,12840.87,24,Yes,Credit Card
GLM105084,30-06-2019,Pune,Store,CUST920,Aaryahi Bala,F,WCH28,Kids,Glimmer Sport,SKU-3373,3,90398.02,0.12,238650.77,55235.7,72943.67,6,No,Debit Card
GLM105085,15-02-2018,Pune,Online,CUST1029,Anahita Dewan,M,WCH133,Men,Glimmer Smart,SKU-4114,2,147121.19,0.24,223624.21,99942.38,23739.45,12,No,Credit Card
GLM105086,20-03-2022,Bengaluru,Online,CUST1392,Nishith Kata,F,WCH85,Kids,Glimmer Classic,SKU-5454,3,121113.29,0.02,356073.07,85885.63,98416.18,12,No,Debit Card
GLM105087,02-12-2018,Pune,Store,CUST2042,Bhavin Dutt,M,WCH30,Kids,Glimmer Sport,SKU-6430,1,90740.27,0.03,88018.06,63900.97,24117.09,24,Yes,Cash
GLM105088,16-03-2022,Bengaluru,Store,CUST98,Taran Rau,F,WCH117,Men,Glimmer Classic,SKU-4420,1,5593.04,0.11,4977.81,3630.93,1346.88,24,Yes,Cash
GLM105089,26-09-2024,Hyderabad,Store,CUST185,Sahil Kata,F,WCH30,Luxury,Glimmer Luxe,SKU-9040,1,75082.31,0.08,69075.73,56307.32,12768.41,12,Yes,NetBanking
GLM105090,14-06-2018,Ahmedabad,Store,CUST2730,Indranil Kalita,F,WCH87,Men,Glimmer Sport,SKU-2078,3,99565.92,0.18,244932.16,69528.69,36346.09,12,No,UPI
GLM105091,19-10-2018,Bengaluru,Online,CUST2478,Lakshit Thakur,F,WCH125,Smart,Glimmer Classic,SKU-9205,3,51580.04,0.02,151645.32,33592.44,50868,24,No,Cash
GLM105092,24-11-2018,Ahmedabad,Online,CUST2625,Taimur Bhalla,F,WCH179,Men,Glimmer Luxe,SKU-7748,2,82925.08,0.24,126046.12,61803.2,2439.72,6,Yes,UPI
GLM105093,08-04-2019,Delhi,Online,CUST830,Urvi Lad,F,WCH162,Men,Glimmer Classic,SKU-9705,2,47877.17,0.09,87136.45,32120.49,22895.47,6,No,Debit Card
GLM105094,20-11-2023,Mumbai,Online,CUST1685,Sumer Mahal,M,WCH105,Luxury,Glimmer Classic,SKU-4395,1,46069.65,0.22,35934.33,28181.32,7753.01,12,No,UPI
GLM105095,12-06-2018,Pune,Store,CUST2945,Lagan Dasgupta,F,WCH107,Men,Glimmer Sport,SKU-8926,1,82031.91,0.2,65625.53,60793.09,4832.44,24,Yes,Credit Card
GLM105096,24-03-2024,Ahmedabad,Online,CUST1270,Elakshi Ganesan,M,WCH173,Luxury,Glimmer Sport,SKU-8263,1,52575.87,0.1,47318.28,32094.37,15223.91,24,No,Debit Card
GLM105097,08-08-2023,Ahmedabad,Online,CUST318,Shlok Din,M,WCH23,Smart,Glimmer Classic,SKU-3574,1,67080.99,0.04,64397.75,42136.08,22261.67,6,No,UPI
GLM105098,20-05-2021,Hyderabad,Store,CUST1814,Adira Shanker,M,WCH9,Smart,Glimmer Luxe,SKU-3389,2,87861.9,0.17,145850.75,64379.03,17092.69,6,No,Cash
GLM105099,12-10-2022,Bengaluru,Store,CUST944,Uthkarsh Shetty,M,WCH53,Luxury,Glimmer Smart,SKU-7954,3,34043.91,0.24,77620.11,22830.7,9128.01,6,No,Debit Card
GLM105100,19-12-2021,Pune,Store,CUST526,Vidur Amble,M,WCH184,Smart,Glimmer Sport,SKU-9650,2,75356.97,0.15,128106.85,49946.86,28213.13,12,Yes,Credit Card
GLM105101,20-11-2024,Pune,Online,CUST1217,Arhaan Bandi,F,WCH32,Luxury,Glimmer Classic,SKU-6284,2,110457.86,0.03,214288.25,74846.3,64595.65,12,No,Credit Card
GLM105102,27-06-2024,Ahmedabad,Online,CUST1155,Zeeshan Wali,M,WCH101,Smart,Glimmer Smart,SKU-8420,1,96595.44,0.13,84038.03,70054.19,13983.84,6,No,NetBanking
GLM105103,06-01-2019,Delhi,Store,CUST1684,Taran Aggarwal,M,WCH143,Luxury,Glimmer Sport,SKU-2354,2,140603.6,0.04,269958.91,103937.2,62084.51,6,Yes,Debit Card
GLM105104,05-04-2019,Pune,Store,CUST615,Amani Randhawa,F,WCH101,Smart,Glimmer Sport,SKU-7664,2,143558.06,0.23,221079.41,89545.92,41987.57,24,Yes,Debit Card
GLM105105,29-04-2022,Chennai,Store,CUST2207,Drishya Chana,M,WCH48,Luxury,Glimmer Sport,SKU-1002,2,84749.88,0.25,127124.82,51277.37,24570.08,12,No,Cash
GLM105106,30-01-2021,Mumbai,Store,CUST1449,Ryan Lata,F,WCH134,Women,Glimmer Smart,SKU-9654,3,79736.23,0.09,217679.91,54093.94,55398.09,24,Yes,Cash
GLM105107,03-06-2021,Kolkata,Online,CUST1902,Renee Kurian,F,WCH16,Luxury,Glimmer Luxe,SKU-9288,1,73869.22,0.12,65004.91,44526.84,20478.07,24,No,UPI
GLM105108,14-02-2022,Hyderabad,Online,CUST2222,Nirvaan Saxena,M,WCH182,Men,Glimmer Sport,SKU-7073,3,22958.72,0.21,54412.17,16090.59,6140.4,12,Yes,Cash
GLM105109,07-06-2018,Hyderabad,Online,CUST1471,Faiyaz Suresh,M,WCH27,Women,Glimmer Smart,SKU-7732,1,30271.82,0.25,22703.86,21765.26,938.6,24,No,NetBanking
GLM105110,18-04-2018,Ahmedabad,Store,CUST824,Samaira Samra,M,WCH35,Kids,Glimmer Sport,SKU-2381,3,145694.84,0.21,345296.77,104049.89,33147.1,12,Yes,Credit Card
GLM105111,08-06-2021,Delhi,Store,CUST2146,Rhea Chatterjee,M,WCH138,Women,Glimmer Smart,SKU-1163,2,23593.12,0.24,35861.54,17463.18,935.18,24,Yes,Cash
GLM105112,18-07-2024,Hyderabad,Store,CUST1242,Tanya Kadakia,F,WCH154,Kids,Glimmer Smart,SKU-4212,2,66509.1,0.2,106414.56,49566.44,7281.68,6,No,UPI
GLM105113,25-01-2020,Chennai,Online,CUST2753,Ojas Dara,F,WCH159,Women,Glimmer Classic,SKU-4333,3,130015.44,0.01,386145.86,86966.86,125245.28,12,No,Cash
GLM105114,18-10-2018,Ahmedabad,Online,CUST1880,Lakshit Luthra,F,WCH18,Kids,Glimmer Luxe,SKU-8332,3,37419.54,0.2,89806.9,23945.28,17971.06,24,No,Cash
GLM105115,16-04-2023,Chennai,Store,CUST1546,Sahil Anne,M,WCH45,Kids,Glimmer Smart,SKU-2444,3,103945.07,0.1,280651.69,69755.08,71386.45,24,No,Cash
GLM105116,11-06-2024,Pune,Online,CUST988,Ivana Hayre,F,WCH113,Luxury,Glimmer Classic,SKU-8430,3,36053.06,0.07,100588.04,21786.16,35229.56,24,Yes,Credit Card
GLM105117,10-07-2018,Mumbai,Store,CUST1167,Kaira De,F,WCH85,Men,Glimmer Luxe,SKU-4312,1,22850.98,0.15,19423.33,14148.81,5274.52,6,Yes,Cash
GLM105118,20-10-2024,Kolkata,Online,CUST97,Kavya Mane,M,WCH24,Smart,Glimmer Classic,SKU-9351,1,143313.79,0.03,139014.38,90590.2,48424.18,24,No,Debit Card
GLM105119,15-08-2019,Mumbai,Store,CUST2155,Sara Varkey,F,WCH178,Luxury,Glimmer Smart,SKU-1495,2,102763.94,0.23,158256.47,66528.76,25198.95,24,No,NetBanking
GLM105120,08-05-2024,Hyderabad,Online,CUST2528,Dharmajan Kaur,M,WCH72,Smart,Glimmer Luxe,SKU-2947,1,75491.64,0.19,61148.23,51771.17,9377.06,12,Yes,Cash
GLM105121,01-06-2020,Chennai,Online,CUST541,Yakshit Butala,M,WCH54,Luxury,Glimmer Sport,SKU-2449,3,142973.32,0.02,420341.56,98227.55,125658.91,24,No,UPI
GLM105122,13-12-2019,Hyderabad,Online,CUST982,Alia Desai,F,WCH46,Women,Glimmer Sport,SKU-3482,1,90727.09,0.14,78025.3,64944.61,13080.69,6,No,UPI
GLM105123,18-10-2019,Pune,Online,CUST652,Zeeshan Raja,M,WCH152,Kids,Glimmer Sport,SKU-5786,2,87544.58,0.05,166334.7,53092.58,60149.54,6,No,NetBanking
GLM105124,06-08-2024,Hyderabad,Online,CUST139,Taran Wali,M,WCH166,Luxury,Glimmer Smart,SKU-8322,1,92717.83,0.14,79737.33,64626.29,15111.04,6,No,NetBanking
GLM105125,01-11-2023,Ahmedabad,Online,CUST1236,Jiya Saha,M,WCH94,Men,Glimmer Classic,SKU-1988,2,85330.75,0.08,157008.58,52552.05,51904.48,6,No,Debit Card
GLM105126,09-07-2018,Ahmedabad,Store,CUST2988,Rania Sidhu,M,WCH140,Smart,Glimmer Luxe,SKU-9083,1,107353.54,0.2,85882.83,80371.57,5511.26,24,No,NetBanking
GLM105127,03-11-2020,Pune,Online,CUST995,Jhanvi Biswas,F,WCH161,Kids,Glimmer Luxe,SKU-1515,2,12020.99,0.1,21637.78,7985.46,5666.86,24,Yes,Cash
GLM105128,01-06-2019,Mumbai,Online,CUST1308,Devansh Khosla,M,WCH19,Women,Glimmer Smart,SKU-3705,1,147043.54,0.05,139691.36,91197.35,48494.01,6,No,Credit Card
GLM105129,24-01-2020,Chennai,Store,CUST1261,Yuvraj  Tata,F,WCH24,Men,Glimmer Luxe,SKU-3233,3,145925.14,0.11,389620.12,89282.56,121772.44,6,Yes,NetBanking
GLM105130,22-06-2018,Delhi,Online,CUST2698,Azad Chakrabarti,M,WCH111,Luxury,Glimmer Luxe,SKU-9230,3,18382.77,0.09,50184.96,12304.18,13272.42,12,No,Credit Card
GLM105131,11-06-2020,Mumbai,Store,CUST2694,Manjari Bandi,F,WCH106,Smart,Glimmer Luxe,SKU-1165,3,44793.76,0.22,104817.4,28373.36,19697.32,6,Yes,UPI
GLM105132,05-11-2022,Kolkata,Store,CUST1235,Vivaan Verma,F,WCH82,Luxury,Glimmer Smart,SKU-4399,3,19262.22,0.12,50852.26,11792.55,15474.61,24,No,UPI
GLM105133,19-11-2018,Bengaluru,Online,CUST2470,Ela Varkey,F,WCH143,Men,Glimmer Luxe,SKU-4714,3,133548.43,0.1,360580.76,93917.3,78828.86,6,No,Credit Card
GLM105134,24-01-2019,Hyderabad,Store,CUST1029,Bhavin Vala,M,WCH169,Kids,Glimmer Classic,SKU-4407,3,110663.64,0.14,285512.19,67586.85,82751.64,24,No,Debit Card
GLM105135,23-08-2024,Mumbai,Store,CUST1777,Taran Lall,M,WCH51,Kids,Glimmer Sport,SKU-8566,2,139748.41,0.01,276701.85,92863.16,90975.53,6,Yes,Debit Card
GLM105136,16-11-2020,Kolkata,Online,CUST105,Yuvraj  Sharaf,F,WCH47,Kids,Glimmer Luxe,SKU-4618,1,24357.78,0.14,20947.69,15406.9,5540.79,6,No,NetBanking
GLM105137,10-03-2024,Chennai,Online,CUST489,Krish Bansal,M,WCH23,Men,Glimmer Smart,SKU-3412,1,12591.06,0.11,11206.04,8806.19,2399.85,12,No,NetBanking
GLM105138,18-06-2019,Hyderabad,Online,CUST2455,Abram Kulkarni,M,WCH73,Men,Glimmer Smart,SKU-3149,1,33073.1,0.07,30757.98,21136.56,9621.42,12,Yes,UPI
GLM105139,18-11-2021,Mumbai,Online,CUST49,Neelofar Bahl,F,WCH99,Men,Glimmer Smart,SKU-1077,2,14972.23,0.13,26051.68,9932.59,6186.5,12,Yes,Cash
GLM105140,03-08-2019,Kolkata,Online,CUST628,Siya Zachariah,F,WCH82,Kids,Glimmer Smart,SKU-3737,2,79605.37,0.01,157618.63,52202.62,53213.39,6,No,Credit Card
GLM105141,12-06-2023,Mumbai,Store,CUST2076,Lakshay Rana,F,WCH158,Women,Glimmer Classic,SKU-1828,1,36267.12,0.23,27925.68,25502.03,2423.65,12,No,Cash
GLM105142,18-05-2018,Ahmedabad,Online,CUST2383,Farhan Batta,M,WCH89,Luxury,Glimmer Classic,SKU-8474,3,134581.27,0.04,387594.06,92414.91,110349.33,12,Yes,Debit Card
GLM105143,13-01-2019,Ahmedabad,Store,CUST2476,Hansh Seshadri,M,WCH81,Men,Glimmer Smart,SKU-2112,2,3544.15,0.01,7017.42,2544.9,1927.62,6,No,UPI
GLM105144,08-11-2019,Delhi,Online,CUST771,Indrans Iyer,M,WCH31,Luxury,Glimmer Sport,SKU-8384,1,66434.05,0.22,51818.56,48155.27,3663.29,24,No,Cash
GLM105145,25-11-2019,Chennai,Online,CUST893,Anaya Dutt,F,WCH79,Men,Glimmer Classic,SKU-6337,2,137027.14,0,274054.28,93708.79,86636.7,6,Yes,Debit Card
GLM105146,19-02-2022,Pune,Store,CUST229,Indranil Dixit,F,WCH83,Women,Glimmer Classic,SKU-6499,2,68959.93,0.18,113094.29,47862.99,17368.31,24,Yes,Debit Card
GLM105147,28-12-2022,Hyderabad,Store,CUST2161,Raunak Tara,F,WCH87,Smart,Glimmer Classic,SKU-3831,1,149484.71,0.19,121082.62,95467.37,25615.25,24,Yes,Debit Card
GLM105148,15-01-2019,Hyderabad,Online,CUST1612,Advika Agrawal,F,WCH48,Kids,Glimmer Smart,SKU-7848,3,42599.3,0.09,116296.09,29072.77,29077.78,12,Yes,Debit Card
GLM105149,13-07-2024,Delhi,Store,CUST1203,Biju Kurian,F,WCH139,Women,Glimmer Classic,SKU-2037,2,138105.36,0.24,209920.15,96126.56,17667.03,24,No,NetBanking
GLM105150,08-11-2020,Kolkata,Online,CUST1940,Advika Mallick,M,WCH38,Luxury,Glimmer Classic,SKU-8136,2,3555.91,0.16,5973.93,2287.38,1399.17,24,No,Cash
GLM105151,19-04-2023,Bengaluru,Store,CUST956,Hunar Basak,M,WCH98,Smart,Glimmer Luxe,SKU-7463,1,31986.57,0.18,26228.99,22803.86,3425.13,6,No,Credit Card
GLM105152,14-07-2019,Pune,Online,CUST2084,Navya Comar,F,WCH5,Kids,Glimmer Luxe,SKU-7017,3,109550.51,0.12,289213.35,68941.25,82389.6,12,Yes,UPI
GLM105153,03-04-2021,Pune,Online,CUST2957,Arnav Sant,F,WCH81,Men,Glimmer Classic,SKU-7749,2,100646.33,0,201292.66,63501.83,74289,24,No,Cash
GLM105154,09-12-2018,Pune,Store,CUST1979,Chirag Golla,F,WCH166,Kids,Glimmer Luxe,SKU-1765,1,61102.29,0.2,48881.83,39522.73,9359.1,12,No,NetBanking
GLM105155,23-05-2022,Kolkata,Store,CUST1054,Adira Amble,F,WCH97,Luxury,Glimmer Sport,SKU-2595,1,24972.45,0.22,19478.51,17983.64,1494.87,24,No,Cash
GLM105156,13-07-2023,Delhi,Online,CUST707,Kaira Verma,F,WCH66,Kids,Glimmer Sport,SKU-5534,3,120071,0.22,280966.14,80645.09,39030.87,12,No,NetBanking
GLM105157,11-02-2018,Bengaluru,Store,CUST1577,Gatik Kohli,F,WCH5,Luxury,Glimmer Smart,SKU-4274,2,78935.95,0.21,124718.8,52467.33,19784.14,24,No,NetBanking
GLM105158,06-06-2023,Chennai,Store,CUST348,Gatik Lal,F,WCH194,Kids,Glimmer Classic,SKU-1180,3,64457.62,0.15,164366.93,39864.03,44774.84,12,No,Debit Card
