OrderID,OrderDate,ProductID,ProductName,SKU,CustomerName,Region,Category,SubCategory,SalesChannel,Quantity,UnitPrice,Discount,TotalSales,EstimatedCost,EstimatedProfit
ORD106910,2024-05-04,PRD5120,Women Max,SKU-27520,Diya Krishnamurthy,Jharkhand,Clothing,Women,Store,4,297.75,0.25,893.25,203.35,283.2
ORD106911,2025-04-04,PRD10103,Appliances Plus,SKU-59173,Amira Reddy,Sikkim,Home & Kitchen,Appliances,Online,6,442.84,0.21,2099.06,323.82,564.15
ORD106912,2019-05-12,PRD3379,Phones Pro,SKU-95564,Jayesh Zacharia,Andhra Pradesh,Electronics,Phones,Online,10,290.82,0.27,2122.99,231.03,436.47
ORD106913,2019-05-26,PRD8764,Makeup X,SKU-33143,Fateh Vohra,Tamil Nadu,Beauty,Makeup,Online,2,348.42,0.1,627.16,260.07,159.03
ORD106914,2023-01-30,PRD9938,Men Max,SKU-36569,Azad Sathe,Himachal Pradesh,Clothing,Men,Store,5,84.62,0.1,380.79,64.63,89.96
ORD106915,2021-12-30,PRD3369,Appliances Pro,SKU-85842,Lagan Raja,Kerala,Home & Kitchen,Appliances,Online,10,350.57,0.2,2804.56,253.55,776.16
ORD106916,2018-09-28,PRD5788,Appliances X,SKU-31607,Abram Kata,Tripura,Home & Kitchen,Appliances,Store,5,357.09,0.12,1571.2,274.45,363.62
ORD106917,2018-10-07,PRD6199,Appliances Pro,SKU-54125,Vedika Chawla,Sikkim,Home & Kitchen,Appliances,Store,7,156.44,0.09,996.52,84.59,457.68
ORD106918,2016-11-26,PRD10823,Kids X,SKU-95563,Gokul Agarwal,Odisha,Clothing,Kids,Store,3,49.31,0.11,131.66,28.25,56.23
ORD106919,2017-05-22,PRD5194,Skincare Elite,SKU-34334,Shaan Rana,Jharkhand,Beauty,Skincare,Online,1,204.37,0.11,181.89,88.21,103.38
ORD106920,2015-09-03,PRD5496,Makeup X,SKU-10673,Armaan Sinha,West Bengal,Beauty,Makeup,Store,2,33.56,0.09,61.08,23.13,18.98
ORD106921,2019-05-11,PRD6565,Makeup Max,SKU-70910,Divij Kakar,Jharkhand,Beauty,Makeup,Online,4,238.86,0.26,707.03,154.25,250.45
ORD106922,2019-12-13,PRD8229,Accessories Go,SKU-71729,Raghav Viswanathan,Tamil Nadu,Electronics,Accessories,Online,4,324.89,0.05,1234.58,160.77,623.66
ORD106923,2020-10-16,PRD5059,Accessories Max,SKU-13104,Zoya Chander,Meghalaya,Electronics,Accessories,Store,2,82.34,0.24,125.16,35.48,71.23
ORD106924,2021-12-14,PRD6172,Decor Plus,SKU-73168,Azad Soman,Delhi,Home & Kitchen,Decor,Store,9,436.58,0.07,3654.17,237.24,1668.48
ORD106925,2019-12-11,PRD1968,Appliances Max,SKU-86138,Aradhya Chandra,Madhya Pradesh,Home & Kitchen,Appliances,Store,6,222.48,0.11,1188.04,148.52,394.95
ORD106926,2020-09-29,PRD8087,Furniture Plus,SKU-28276,Shayak Dara,Arunachal Pradesh,Home & Kitchen,Furniture,Online,7,213.59,0.11,1330.67,148.22,407.26
ORD106927,2021-08-13,PRD3451,Men Max,SKU-40899,Kiaan Dass,Tripura,Clothing,Men,Store,8,151.36,0.29,859.72,60.7,514.95
ORD106928,2020-03-12,PRD10803,Skincare Pro,SKU-14735,Urvi Dash,Mizoram,Beauty,Skincare,Online,10,175.81,0.1,1582.29,120.52,497.61
ORD106929,2018-12-21,PRD3308,Laptops Elite,SKU-10669,Nitya Desai,Nagaland,Electronics,Laptops,Online,7,244.91,0.13,1491.5,181.71,384.89
ORD106930,2015-06-14,PRD4242,Laptops Plus,SKU-13741,Tara Mandal,Assam,Electronics,Laptops,Store,5,200.45,0.16,841.89,113.73,364.22
ORD106931,2020-05-30,PRD3550,Fitness Elite,SKU-69234,Khushi Saxena,Puducherry,Sports,Fitness,Store,2,379.94,0.28,547.11,241.27,199.68
ORD106932,2023-04-20,PRD9165,Haircare Go,SKU-80020,Kiaan Maharaj,Assam,Beauty,Haircare,Online,2,232.14,0.17,385.35,149.53,137.13
ORD106933,2025-02-26,PRD8123,Men Max,SKU-76690,Raunak Bawa,Bihar,Clothing,Men,Store,7,470.03,0.12,2895.38,354.18,713.64
ORD106934,2021-12-01,PRD5452,Skincare X,SKU-69377,Charvi Brar,Delhi,Beauty,Skincare,Online,5,72.56,0.17,301.12,41.8,127.65
ORD106935,2025-05-05,PRD3474,Furniture Max,SKU-21508,Sumer Sami,Punjab,Home & Kitchen,Furniture,Online,10,234.49,0.13,2040.06,173.6,529.74
ORD106936,2016-03-22,PRD7690,Phones Max,SKU-54427,Riya Hayer,Puducherry,Electronics,Phones,Online,7,137.81,0.13,839.26,57.33,490.12
ORD106937,2017-07-15,PRD4477,Kids Max,SKU-92658,Samar Subramanian,Odisha,Clothing,Kids,Online,8,328.32,0.28,1891.12,192.9,780.02
ORD106938,2017-12-07,PRD10170,Kids Elite,SKU-70569,Diya Sunder,Odisha,Clothing,Kids,Store,8,247.62,0.14,1703.63,175.7,494.81
ORD106939,2017-12-10,PRD6153,Appliances Go,SKU-22841,Pranay Srinivas,Tripura,Home & Kitchen,Appliances,Online,5,158.77,0.25,595.39,90.43,256.28
ORD106940,2022-03-01,PRD7206,Makeup Pro,SKU-59530,Miraya Thaman,Chhattisgarh,Beauty,Makeup,Store,4,428.15,0.21,1352.95,235.74,608.02
ORD106941,2025-08-09,PRD1581,Team Sports Max,SKU-53550,Bhamini Varkey,Karnataka,Sports,Team Sports,Store,10,191.53,0.07,1781.23,110.17,756.65
ORD106942,2021-05-26,PRD7259,Appliances Plus,SKU-75823,Saanvi Suresh,Andhra Pradesh,Home & Kitchen,Appliances,Store,3,22.81,0.03,66.38,11.47,33.0
ORD106943,2015-09-26,PRD9611,Appliances X,SKU-75252,Nayantara Master,Maharashtra,Home & Kitchen,Appliances,Online,8,343.82,0.06,2585.53,198.9,1089.8
ORD106944,2024-08-04,PRD10579,Makeup Plus,SKU-55500,Diya Chahal,Delhi,Beauty,Makeup,Online,4,212.35,0.29,603.07,136.44,215.58
ORD106945,2025-08-23,PRD4102,Makeup Plus,SKU-96671,Indrajit Yohannan,Tripura,Beauty,Makeup,Online,7,112.23,0.2,628.49,53.5,328.89
ORD106946,2015-05-18,PRD1520,Haircare Elite,SKU-27620,Vanya Sharaf,Himachal Pradesh,Beauty,Haircare,Store,1,337.93,0.12,297.38,167.25,150.2
ORD106947,2021-08-01,PRD1808,Haircare Max,SKU-50460,Abram Chaudhary,Sikkim,Beauty,Haircare,Store,8,477.02,0.05,3625.35,245.21,1761.76
ORD106948,2018-06-04,PRD10197,Haircare X,SKU-18384,Ivan Mahajan,Jammu and Kashmir,Beauty,Haircare,Online,3,73.58,0.29,156.73,34.55,83.13
ORD106949,2024-03-23,PRD5326,Phones Elite,SKU-55399,Tara Seshadri,Tamil Nadu,Electronics,Phones,Store,2,298.26,0.21,471.25,203.78,149.28
ORD106950,2018-12-28,PRD3228,Team Sports Elite,SKU-91212,Anaya Kota,Haryana,Sports,Team Sports,Store,8,456.18,0.18,2992.54,335.08,794.42
ORD106951,2025-09-07,PRD8517,Appliances Max,SKU-62255,Divij Walia,Puducherry,Home & Kitchen,Appliances,Online,1,190.33,0.24,144.65,109.02,61.8
ORD106952,2021-12-02,PRD1146,Furniture X,SKU-53087,Ahana  Dasgupta,Andhra Pradesh,Home & Kitchen,Furniture,Online,9,280.27,0.07,2345.86,160.34,1003.81
ORD106953,2016-08-31,PRD10249,Haircare Max,SKU-88430,Ranbir Bedi,Punjab,Beauty,Haircare,Online,10,306.64,0.09,2790.42,216.92,816.45
ORD106954,2017-01-30,PRD9290,Women Go,SKU-59115,Hrishita Rout,Andhra Pradesh,Clothing,Women,Store,7,451.37,0.13,2748.84,286.1,1006.49
ORD106955,2018-11-23,PRD4982,Appliances X,SKU-66583,Kimaya Chandra,Himachal Pradesh,Home & Kitchen,Appliances,Store,10,32.97,0.06,309.92,16.67,153.22
ORD106956,2017-12-22,PRD3666,Men Go,SKU-82781,Amani Mani,Andhra Pradesh,Clothing,Men,Online,6,67.49,0.11,360.4,46.87,110.11
ORD106957,2019-08-22,PRD3493,Team Sports Plus,SKU-14778,Mishti Kothari,Delhi,Sports,Team Sports,Online,10,467.32,0.26,3458.17,249.7,1610.39
ORD106958,2016-08-04,PRD5293,Makeup Elite,SKU-97068,Divyansh Ravel,Uttar Pradesh,Beauty,Makeup,Store,1,51.9,0.19,42.04,24.26,22.39
ORD106959,2022-11-29,PRD4553,Kids X,SKU-35354,Indrajit Sharma,Arunachal Pradesh,Clothing,Kids,Online,5,272.19,0.12,1197.64,110.01,713.59
ORD106960,2016-01-07,PRD6077,Fitness Elite,SKU-68523,Samar Khurana,Haryana,Sports,Fitness,Online,10,479.94,0.17,3983.5,251.69,1894.47
ORD106961,2019-08-27,PRD7526,Men Pro,SKU-81548,Kanav Kannan,Odisha,Clothing,Men,Online,6,278.3,0.18,1369.24,174.91,508.68
ORD106962,2023-10-26,PRD2061,Outdoor Pro,SKU-96816,Kiaan Zacharia,Karnataka,Sports,Outdoor,Online,2,124.62,0.06,234.29,62.0,117.73
ORD106963,2020-02-20,PRD2183,Makeup Elite,SKU-52315,Zeeshan Mannan,Arunachal Pradesh,Beauty,Makeup,Store,6,156.52,0.01,929.73,85.5,421.86
ORD106964,2025-06-16,PRD9606,Laptops X,SKU-10068,Ryan Wali,Ladakh,Electronics,Laptops,Store,2,438.9,0.08,807.58,336.29,188.8
ORD106965,2019-08-05,PRD9466,Skincare Elite,SKU-10029,Mehul Soman,Kerala,Beauty,Skincare,Online,8,153.7,0.1,1106.64,69.52,606.1
ORD106966,2015-01-25,PRD6162,Fitness Plus,SKU-10818,Aarav Majumdar,Manipur,Sports,Fitness,Store,5,224.94,0.14,967.24,146.53,337.16
ORD106967,2018-02-19,PRD6676,Women Elite,SKU-22650,Aradhya Ravel,Puducherry,Clothing,Women,Store,9,481.13,0.14,3723.95,340.16,1091.11
ORD106968,2015-12-14,PRD4117,Team Sports Pro,SKU-65036,Aarav Bera,Tamil Nadu,Sports,Team Sports,Store,7,302.88,0.14,1823.34,125.19,1069.69
ORD106969,2022-10-20,PRD9220,Phones Pro,SKU-78126,Sumer Bath,Ladakh,Electronics,Phones,Online,5,287.29,0.3,1005.51,130.27,549.57
ORD106970,2018-10-06,PRD6998,Phones Pro,SKU-88661,Romil Chandran,Nagaland,Electronics,Phones,Store,4,68.38,0.06,257.11,33.08,132.73
ORD106971,2017-11-23,PRD4998,Appliances Go,SKU-67451,Shamik Chatterjee,Mizoram,Home & Kitchen,Appliances,Store,2,192.02,0.17,318.75,109.32,137.28
ORD106972,2019-01-01,PRD1417,Outdoor Plus,SKU-58609,Romil Ahluwalia,Ladakh,Sports,Outdoor,Online,5,130.15,0.06,611.7,83.92,217.28
ORD106973,2018-05-24,PRD5382,Accessories Go,SKU-30576,Ivana Sankaran,Punjab,Electronics,Accessories,Online,5,487.52,0.1,2193.84,366.77,543.38
ORD106974,2016-08-16,PRD10954,Kids Plus,SKU-56129,Ryan Tiwari,Manipur,Clothing,Kids,Online,6,189.69,0.16,956.04,151.49,192.53
ORD106975,2019-01-14,PRD6504,Skincare Elite,SKU-80381,Gatik Banerjee,Kerala,Beauty,Skincare,Online,1,490.56,0.21,387.54,383.84,84.31
ORD106976,2018-05-08,PRD10300,Decor Max,SKU-43646,Elakshi Salvi,Arunachal Pradesh,Home & Kitchen,Decor,Online,8,195.11,0.06,1467.23,136.87,437.96
ORD106977,2023-06-21,PRD6815,Haircare Plus,SKU-32871,Sara Kala,Jharkhand,Beauty,Haircare,Store,1,78.22,0.23,60.23,42.14,27.78
ORD106978,2023-10-01,PRD6647,Outdoor Pro,SKU-13529,Dharmajan Kulkarni,Haryana,Sports,Outdoor,Online,1,318.8,0.2,255.04,153.6,132.16
ORD106979,2017-10-29,PRD5419,Makeup Pro,SKU-11846,Kanav Kashyap,Manipur,Beauty,Makeup,Online,10,436.01,0.07,4054.89,211.75,2085.62
ORD106980,2017-11-08,PRD5706,Haircare Go,SKU-38783,Chirag Manne,Jammu and Kashmir,Beauty,Haircare,Store,5,273.4,0.24,1038.92,184.78,336.76
ORD106981,2023-10-05,PRD1431,Haircare Go,SKU-62133,Hiran Ghose,Maharashtra,Beauty,Haircare,Online,3,412.0,0.09,1124.76,224.88,510.84
ORD106982,2024-08-04,PRD2643,Men Elite,SKU-48605,Hunar Bal,Goa,Clothing,Men,Online,1,106.76,0.08,98.22,61.51,41.63
ORD106983,2021-01-31,PRD10466,Fitness Plus,SKU-66223,Jivin Bhatnagar,Puducherry,Sports,Fitness,Store,8,332.64,0.19,2155.51,151.37,1174.63
ORD106984,2025-08-15,PRD3596,Outdoor Plus,SKU-27046,Samarth Agarwal,Punjab,Sports,Outdoor,Online,5,396.05,0.18,1623.81,214.25,745.38
ORD106985,2016-02-23,PRD2769,Kids Go,SKU-31143,Ayesha Gara,Nagaland,Clothing,Kids,Online,6,107.9,0.27,472.6,85.44,98.37
ORD106986,2022-03-30,PRD10235,Women Elite,SKU-19383,Jivika Shan,Uttar Pradesh,Clothing,Women,Online,6,153.49,0.27,672.29,89.66,279.58
ORD106987,2017-07-21,PRD10341,Makeup Plus,SKU-11309,Baiju Handa,Uttar Pradesh,Beauty,Makeup,Store,9,52.23,0.02,460.67,30.18,194.48
ORD106988,2023-03-21,PRD1209,Men Max,SKU-92735,Keya Chaudhry,Goa,Clothing,Men,Store,2,276.49,0.16,464.5,140.93,227.74
ORD106989,2019-03-03,PRD7359,Women Plus,SKU-52321,Prerak Cheema,Uttarakhand,Clothing,Women,Online,3,452.67,0.21,1072.83,332.53,284.73
ORD106990,2020-04-05,PRD10762,Laptops X,SKU-91386,Gatik Sathe,Haryana,Electronics,Laptops,Online,4,394.51,0.01,1562.26,259.31,535.39
ORD106991,2024-03-04,PRD10691,Fitness Elite,SKU-31502,Vardaniya Bajwa,Puducherry,Sports,Fitness,Store,6,62.0,0.11,331.08,30.75,166.88
ORD106992,2015-12-09,PRD8390,Women Elite,SKU-80420,Adah Kale,Maharashtra,Clothing,Women,Store,10,493.39,0.15,4193.81,344.06,1269.3
ORD106993,2023-10-05,PRD8326,Makeup Max,SKU-12935,Pari Chand,Maharashtra,Beauty,Makeup,Online,1,304.17,0.12,267.67,188.87,101.46
ORD106994,2018-02-06,PRD6200,Appliances Go,SKU-55436,Suhana Bumb,Uttar Pradesh,Home & Kitchen,Appliances,Online,2,219.16,0.1,394.49,98.65,216.92
ORD106995,2023-07-27,PRD9302,Skincare Elite,SKU-24335,Baiju Bath,Uttar Pradesh,Beauty,Skincare,Store,1,279.22,0.14,240.13,129.43,128.82
ORD106996,2025-05-02,PRD9367,Furniture Plus,SKU-92827,Indrans Barad,Haryana,Home & Kitchen,Furniture,Online,7,428.11,0.05,2846.93,240.61,1246.88
ORD106997,2018-12-31,PRD7237,Men Elite,SKU-88098,Hiran Rau,Ladakh,Clothing,Men,Online,9,425.4,0.28,2756.59,208.62,1404.73
ORD106998,2022-08-29,PRD10607,Outdoor Max,SKU-55952,Pari Ranganathan,Puducherry,Sports,Outdoor,Store,7,176.04,0.27,899.56,93.27,422.95
ORD106999,2024-10-30,PRD8486,Team Sports Max,SKU-83491,Jayan Ganesan,Uttar Pradesh,Sports,Team Sports,Store,7,354.33,0.21,1959.44,170.93,1014.2
ORD107000,2016-08-30,PRD2269,Accessories Plus,SKU-65236,Ira Chand,Rajasthan,Electronics,Accessories,Online,8,200.21,0.01,1585.66,154.29,363.69
ORD107001,2024-08-20,PRD8310,Team Sports X,SKU-36333,Lagan Keer,Tamil Nadu,Sports,Team Sports,Online,2,11.93,0.13,20.76,8.15,6.58
ORD107002,2020-02-19,PRD7475,Furniture Go,SKU-68344,Reyansh Bhatia,Himachal Pradesh,Home & Kitchen,Furniture,Store,7,248.96,0.11,1551.02,119.89,804.11
ORD107003,2016-12-31,PRD2123,Phones Pro,SKU-54650,Charvi Yogi,Goa,Electronics,Phones,Store,1,18.65,0.06,17.53,11.86,6.38
ORD107004,2018-12-01,PRD10314,Accessories X,SKU-21281,Ela Datta,Arunachal Pradesh,Electronics,Accessories,Online,4,30.31,0.22,94.57,22.76,23.56
ORD107005,2022-12-16,PRD2206,Skincare Max,SKU-53808,Badal Bhagat,Punjab,Beauty,Skincare,Online,5,86.75,0.07,403.39,39.69,218.83
ORD107006,2024-08-26,PRD2892,Men X,SKU-33027,Ira Kant,Arunachal Pradesh,Clothing,Men,Online,5,362.12,0.08,1665.75,279.95,377.98
ORD107007,2018-03-06,PRD7058,Appliances Pro,SKU-47485,Adira Ranganathan,Gujarat,Home & Kitchen,Appliances,Store,8,120.58,0.27,704.19,88.13,189.51
ORD107008,2024-02-12,PRD8891,Decor Plus,SKU-79077,Gokul Sibal,Andhra Pradesh,Home & Kitchen,Decor,Online,1,490.15,0.07,455.84,258.08,215.83
ORD107009,2024-04-17,PRD9445,Kids Max,SKU-67684,Pranay Ganguly,Chandigarh,Clothing,Kids,Store,3,288.23,0.2,691.75,125.4,390.79
ORD107010,2022-03-27,PRD5286,Men Max,SKU-90258,Prerak Batta,Uttarakhand,Clothing,Men,Store,9,435.92,0.16,3295.56,186.16,1888.19
ORD107011,2023-03-02,PRD10924,Outdoor Max,SKU-60921,Siya Choudhry,Telangana,Sports,Outdoor,Online,8,145.76,0.08,1072.79,111.6,251.42
ORD107012,2022-12-02,PRD4316,Decor Go,SKU-83748,Ehsaan Kibe,Manipur,Home & Kitchen,Decor,Online,10,439.88,0.0,4398.8,202.04,2378.4
ORD107013,2023-06-06,PRD8881,Furniture Elite,SKU-69837,Onkar Contractor,Punjab,Home & Kitchen,Furniture,Online,9,184.52,0.01,1644.07,129.75,488.0
ORD107014,2016-08-21,PRD10396,Decor Go,SKU-78216,Diya Vig,Chandigarh,Home & Kitchen,Decor,Online,8,234.28,0.24,1424.42,142.6,557.41
ORD107015,2020-06-14,PRD8371,Appliances Max,SKU-56673,Stuvan Hari,Arunachal Pradesh,Home & Kitchen,Appliances,Store,1,46.0,0.04,44.16,20.99,24.01
ORD107016,2015-06-20,PRD10524,Haircare Go,SKU-20551,Dhanush Sarna,Andhra Pradesh,Beauty,Haircare,Online,6,39.81,0.15,203.03,25.61,72.42
ORD107017,2024-06-24,PRD9080,Makeup Go,SKU-67465,Jayan Salvi,Odisha,Beauty,Makeup,Online,5,205.35,0.1,924.08,95.26,495.4
ORD107018,2021-10-23,PRD8738,Fitness X,SKU-34496,Divij Suri,Tamil Nadu,Sports,Fitness,Store,7,250.34,0.24,1331.81,134.52,616.16
ORD107019,2019-11-29,PRD8132,Furniture Plus,SKU-36478,Uthkarsh Ramesh,Gujarat,Home & Kitchen,Furniture,Online,5,499.6,0.26,1848.52,206.47,1084.58
ORD107020,2020-12-09,PRD8099,Women Pro,SKU-85788,Nirvaan Krishna,Bihar,Clothing,Women,Online,9,364.4,0.07,3050.03,242.89,1017.04
ORD107021,2017-12-01,PRD2215,Phones X,SKU-19866,Jayant Choudhry,Odisha,Electronics,Phones,Store,9,31.16,0.16,235.57,22.31,66.91
ORD107022,2025-04-04,PRD1190,Men Elite,SKU-56542,Kabir Kamdar,Uttarakhand,Clothing,Men,Store,7,408.17,0.29,2028.6,199.99,1034.65
ORD107023,2015-04-15,PRD8905,Accessories X,SKU-68381,Onkar Verma,Jharkhand,Electronics,Accessories,Online,3,66.3,0.21,157.13,31.28,83.0
ORD107024,2022-06-05,PRD10461,Laptops Go,SKU-95173,Mehul Ganesan,Bihar,Electronics,Laptops,Online,6,447.49,0.06,2523.84,233.89,1204.7
ORD107025,2021-02-11,PRD5603,Accessories X,SKU-69241,Ojas Ghose,Gujarat,Electronics,Accessories,Store,3,318.4,0.21,754.61,167.71,357.14
ORD107026,2017-11-07,PRD9200,Decor Go,SKU-45144,Yuvaan Wali,Puducherry,Home & Kitchen,Decor,Store,6,261.03,0.28,1127.65,173.21,379.38
ORD107027,2015-06-13,PRD3133,Makeup Pro,SKU-15215,Manjari Lata,Ladakh,Beauty,Makeup,Store,5,294.45,0.18,1207.25,128.51,680.35
ORD107028,2015-09-09,PRD2446,Men Elite,SKU-23869,Fateh Ratti,Tamil Nadu,Clothing,Men,Store,8,314.94,0.11,2242.37,203.71,791.96
ORD107029,2016-04-04,PRD5061,Outdoor Elite,SKU-24996,Nakul Saraf,Chandigarh,Sports,Outdoor,Online,8,114.85,0.22,716.66,71.15,272.69
ORD107030,2015-02-20,PRD10109,Team Sports Go,SKU-31251,Keya Mand,Himachal Pradesh,Sports,Team Sports,Online,6,167.1,0.25,751.95,112.66,244.98
ORD107031,2018-10-28,PRD7780,Appliances Max,SKU-37192,Misha Loke,Nagaland,Home & Kitchen,Appliances,Store,6,227.34,0.19,1104.87,159.89,327.81
ORD107032,2021-03-31,PRD8260,Phones Max,SKU-50011,Zeeshan Ratta,West Bengal,Electronics,Phones,Online,4,343.42,0.06,1291.26,144.67,747.3
ORD107033,2021-08-27,PRD2835,Furniture Plus,SKU-52040,Jiya Khare,Odisha,Home & Kitchen,Furniture,Store,4,152.49,0.28,439.17,117.69,100.22
ORD107034,2015-08-02,PRD10339,Makeup Plus,SKU-13471,Hansh Basu,Puducherry,Beauty,Makeup,Online,10,451.29,0.15,3835.97,203.85,2103.24
ORD107035,2020-03-12,PRD7846,Team Sports Max,SKU-16335,Yuvraj  Ramaswamy,Puducherry,Sports,Team Sports,Store,8,64.29,0.06,483.46,47.02,129.87
ORD107036,2016-01-20,PRD7473,Phones Max,SKU-69360,Bhavin Sridhar,Himachal Pradesh,Electronics,Phones,Online,3,125.08,0.17,311.45,52.76,180.08
ORD107037,2019-10-16,PRD10641,Laptops Max,SKU-32150,Lagan Dada,West Bengal,Electronics,Laptops,Store,1,261.99,0.07,243.65,162.11,92.89
ORD107038,2015-07-17,PRD8810,Fitness Elite,SKU-65662,Samar Sangha,Goa,Sports,Fitness,Online,1,118.26,0.02,115.89,73.65,43.72
ORD107039,2025-06-10,PRD6475,Accessories Go,SKU-29493,Vidur Tak,Ladakh,Electronics,Accessories,Online,5,441.78,0.16,1855.48,203.18,1002.12
ORD107040,2025-04-02,PRD6895,Appliances Elite,SKU-51877,Seher Dhawan,Jharkhand,Home & Kitchen,Appliances,Online,10,452.18,0.17,3753.09,356.97,790.24
ORD107041,2024-09-27,PRD9477,Appliances X,SKU-23754,Jayan Singhal,Jharkhand,Home & Kitchen,Appliances,Online,9,416.26,0.05,3559.02,267.29,1273.69
ORD107042,2022-09-07,PRD10190,Women Go,SKU-72040,Kiara Thakur,Andhra Pradesh,Clothing,Women,Online,6,41.88,0.24,190.97,20.07,99.45
ORD107043,2023-04-21,PRD2951,Team Sports Max,SKU-62957,Prisha Aurora,Nagaland,Sports,Team Sports,Store,9,86.28,0.09,706.63,62.44,195.25
ORD107044,2021-06-29,PRD7183,Outdoor Plus,SKU-69486,Manjari Dutta,Delhi,Sports,Outdoor,Store,4,291.49,0.18,956.09,142.97,487.15
ORD107045,2017-02-22,PRD2740,Outdoor Plus,SKU-10588,Vanya Seshadri,Odisha,Sports,Outdoor,Store,3,314.7,0.17,783.6,176.26,344.72
ORD107046,2023-10-21,PRD9173,Furniture Go,SKU-35726,Zain Viswanathan,Meghalaya,Home & Kitchen,Furniture,Online,5,168.77,0.15,717.27,80.79,373.92
ORD107047,2020-06-24,PRD5986,Fitness Elite,SKU-75965,Aayush Deshpande,Himachal Pradesh,Sports,Fitness,Store,5,350.65,0.27,1279.87,247.7,375.77
ORD107048,2024-10-15,PRD2783,Appliances Max,SKU-19620,Aayush Gola,Andhra Pradesh,Home & Kitchen,Appliances,Online,5,323.03,0.18,1324.42,151.13,704.79
ORD107049,2017-05-14,PRD9071,Furniture Plus,SKU-20988,Advika Uppal,Odisha,Home & Kitchen,Furniture,Store,3,406.59,0.03,1183.18,168.55,692.7
ORD107050,2018-07-05,PRD4842,Haircare Go,SKU-76836,Eshani Manda,Tripura,Beauty,Haircare,Store,1,271.49,0.07,252.49,146.69,116.06
ORD107051,2021-04-09,PRD10553,Women Pro,SKU-95818,Vaibhav Jani,Madhya Pradesh,Clothing,Women,Store,8,209.86,0.05,1594.94,115.5,717.14
ORD107052,2018-08-21,PRD8857,Decor Pro,SKU-63172,Alisha Choudhary,Bihar,Home & Kitchen,Decor,Online,7,302.34,0.22,1650.78,178.75,674.8
ORD107053,2015-10-09,PRD4334,Women Max,SKU-57936,Biju Magar,Bihar,Clothing,Women,Store,1,249.52,0.15,212.09,145.52,88.4
ORD107054,2017-02-11,PRD2831,Men Plus,SKU-63774,Nitara Soman,Haryana,Clothing,Men,Online,1,351.6,0.25,263.7,160.33,143.45
ORD107055,2024-05-24,PRD5144,Outdoor Elite,SKU-58647,Anvi Vig,Sikkim,Sports,Outdoor,Online,2,281.3,0.23,433.2,119.48,249.2
ORD107056,2015-11-06,PRD9272,Appliances X,SKU-85067,Shayak Magar,Madhya Pradesh,Home & Kitchen,Appliances,Store,9,101.57,0.06,859.28,64.82,310.9
ORD107057,2024-12-17,PRD3898,Laptops X,SKU-63679,Samiha Manne,Tripura,Electronics,Laptops,Store,2,397.55,0.15,675.84,179.27,371.08
ORD107058,2015-06-09,PRD3645,Haircare Plus,SKU-65503,Nakul Gill,Bihar,Beauty,Haircare,Online,2,463.47,0.11,824.98,362.32,180.05
ORD107059,2023-12-27,PRD1996,Haircare Go,SKU-35476,Keya Lad,Jharkhand,Beauty,Haircare,Store,2,394.79,0.08,726.41,214.16,332.36
ORD107060,2024-02-06,PRD8355,Haircare Go,SKU-99852,Ryan Ravel,Madhya Pradesh,Beauty,Haircare,Online,6,324.61,0.15,1655.51,131.07,987.05
ORD107061,2016-06-29,PRD7699,Team Sports Go,SKU-70818,Shalv Mahajan,Nagaland,Sports,Team Sports,Store,10,367.98,0.29,2612.66,165.9,1434.77
ORD107062,2022-02-10,PRD5707,Laptops Pro,SKU-94059,Shlok Venkatesh,Bihar,Electronics,Laptops,Store,6,288.59,0.16,1454.49,186.44,514.84
ORD107063,2023-12-21,PRD3365,Men Go,SKU-38235,Himmat Goswami,Arunachal Pradesh,Clothing,Men,Store,7,375.43,0.22,2049.85,250.06,684.52
ORD107064,2023-12-05,PRD2411,Decor Plus,SKU-19519,Vidur Guha,Himachal Pradesh,Home & Kitchen,Decor,Online,2,132.25,0.01,261.86,63.63,135.87
ORD107065,2021-04-22,PRD10457,Furniture Plus,SKU-94407,Oorja Roy,Himachal Pradesh,Home & Kitchen,Furniture,Online,3,328.16,0.17,817.12,189.07,346.33
ORD107066,2024-06-14,PRD8563,Women Elite,SKU-76605,Mehul Saha,Madhya Pradesh,Clothing,Women,Online,9,110.49,0.25,745.81,46.85,429.57
ORD107067,2022-08-10,PRD3956,Makeup Plus,SKU-96426,Aarav Lad,Nagaland,Beauty,Makeup,Store,4,406.67,0.21,1285.08,311.25,301.53
ORD107068,2018-10-26,PRD7606,Laptops Max,SKU-61403,Onkar Bahri,Punjab,Electronics,Laptops,Online,8,487.83,0.04,3746.53,222.03,2041.34
ORD107069,2024-03-14,PRD7623,Outdoor Pro,SKU-98838,Anya Dewan,Gujarat,Sports,Outdoor,Online,10,341.08,0.19,2762.75,167.88,1402.92
ORD107070,2023-03-08,PRD4136,Laptops Go,SKU-52410,Prisha Chaudhuri,Goa,Electronics,Laptops,Store,6,26.69,0.05,152.13,21.11,31.81
ORD107071,2017-04-06,PRD3833,Outdoor X,SKU-73765,Lagan Bakshi,Odisha,Sports,Outdoor,Online,6,359.7,0.13,1877.63,166.39,1009.08
ORD107072,2018-12-14,PRD5823,Phones X,SKU-98303,Aaina Sarna,Rajasthan,Electronics,Phones,Online,3,444.18,0.22,1039.38,219.14,526.59
